model,dataset,horizon,mode,well,file_path,status,raw_status,reason,n_train,n_test,n_cv_folds,has_test_predictions,has_test_targets,cv_fold_count,mae,rmse,r2,r2_prod,mase,mase_denominator_source,mase_naive_mae,mase_scale_n,mase_valid,mase_warning,mase_denominator_sample_size,mase_flat,mase_group_macro,mase_group_weighted,mase_aggregation,raw_train_naive_mae,recomputed_mase,effective_mase,effective_mase_source,recompute_error
tirex,ganymede,7,per_well,49_22-Z08,/app/results/tirex/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,5.19580801493995e-09,6.506490277980077e-09,0.0,0.0,1.1038655093291527e-08,grouped_train,,,True,,3281,1.1038655093291527e-08,1.1038655093291527e-08,1.1038655093291527e-08,group_weighted,0.19025648094410277,2.7309492896940917e-08,2.7309492896940917e-08,raw_train_recomputed,
chronos,ganymede,14,multi_well,,/app/results/chronos/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.34652850102005245,1.3000150005666042,0.3069806361468481,-0.265033009563876,0.19914244807378534,grouped_train,,,True,,38805,,0.19975738953500888,0.19914244807378534,group_weighted,2.4293872249820967,0.14264029112222165,0.14264029112222165,raw_train_recomputed,
deeponet,ganymede,14,multi_well,,/app/results/deeponet/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.7616523596021267,1.3868234647957232,0.211337835736496,-0.5113483320784169,0.032184864279144756,grouped_train,,,True,,38805,,0.03531412496083325,0.032184864279144756,group_weighted,2.4293872249820967,0.31351624466031336,0.31351624466031336,raw_train_recomputed,
lstm,ganymede,14,multi_well,,/app/results/lstm/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.5598919727575351,1.3809241463457784,0.21803324253175826,-0.6706983532866069,0.022550149579193553,grouped_train,,,True,,38805,,0.02326190667518821,0.022550149579193553,group_weighted,2.4293872249820967,0.2304663361196613,0.2304663361196613,raw_train_recomputed,
patchtst,ganymede,14,multi_well,,/app/results/patchtst/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,1.1645631784666488,2.0089537566774704,-0.6549638958510045,-0.511433897826622,0.05057047011741151,grouped_train,,,True,,38805,,0.051993537021982845,0.05057047011741151,group_weighted,2.4293872249820967,0.47936498821229745,0.47936498821229745,raw_train_recomputed,
tcn,ganymede,14,multi_well,,/app/results/tcn/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.5194351845980041,1.2847097488111152,0.32320259758532977,-0.2553881745643871,0.020050520125838953,grouped_train,,,True,,38805,,0.020923985368359047,0.020050520125838953,group_weighted,2.4293872249820967,0.21381325268219933,0.21381325268219933,raw_train_recomputed,
timesfm,ganymede,14,multi_well,,/app/results/timesfm/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.37647075815265757,1.2260046363887658,0.38364224088912546,-0.030891210776896605,0.2129828367338004,grouped_train,,,True,,38805,,0.21367664734558828,0.2129828367338004,group_weighted,2.4293872249820967,0.15496531564885954,0.15496531564885954,raw_train_recomputed,
tirex,ganymede,14,multi_well,,/app/results/tirex/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.34274197619950253,1.2232207488746865,0.38643818880972636,-0.060709576676230004,0.19494374834085232,grouped_train,,,True,,38805,,0.19538902956301357,0.19494374834085232,group_weighted,2.4293872249820967,0.14108165741343617,0.14108165741343617,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z01Z,/app/results/chronos/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,1.893765099873927e-05,0.0017024498689164386,0.0,0.0,5.492836728558164e-06,grouped_train,,,True,,6070,5.492836728558163e-06,5.492836728558163e-06,5.492836728558164e-06,group_weighted,3.4629147534252955,5.46870262399828e-06,5.46870262399828e-06,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z01Z,/app/results/deeponet/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,0.064697265625,0.06933497326898684,0.0,0.0,0.0008475172744991824,grouped_train,,,True,,6070,0.0008475172744991824,0.0008475172744991824,0.0008475172744991824,group_weighted,3.4629147534252955,0.01868289294762615,0.01868289294762615,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z01Z,/app/results/lstm/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,0.026207808864615705,0.02973572737939847,0.0,0.0,0.0003433154481099388,grouped_train,,,True,,6070,0.0003433154481099388,0.0003433154481099388,0.0003433154481099388,group_weighted,3.4629147534252955,0.00756813572690249,0.00756813572690249,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z01Z,/app/results/patchtst/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,8.427457332611084,8.427457858828934,0.0,0.0,0.11039748898959277,grouped_train,,,True,,6070,0.11039748898959276,0.11039748898959276,0.11039748898959277,group_weighted,3.4629147534252955,2.4336311843296685,2.4336311843296685,raw_train_recomputed,
tcn,ganymede,14,per_well,49_22-Z01Z,/app/results/tcn/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,0.1608682092323253,0.20699827826182898,0.0,0.0,0.002107331506595563,grouped_train,,,True,,6070,0.002107331506595563,0.002107331506595563,0.002107331506595563,group_weighted,3.4629147534252955,0.04645456809850854,0.04645456809850854,raw_train_recomputed,
timesfm,ganymede,14,per_well,49_22-Z01Z,/app/results/timesfm/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,0.0026113815672163454,0.0029544029440363787,0.0,0.0,0.0007574272324292295,grouped_train,,,True,,6070,0.0007574272324292295,0.0007574272324292295,0.0007574272324292295,group_weighted,3.4629147534252955,0.0007540992929824023,0.0007540992929824023,raw_train_recomputed,
tirex,ganymede,14,per_well,49_22-Z01Z,/app/results/tirex/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,4.5386324538620554e-09,5.859438458979142e-09,0.0,0.0,1.3164234065597267e-09,grouped_train,,,True,,6070,1.3164234065597267e-09,1.3164234065597267e-09,1.3164234065597267e-09,group_weighted,3.4629147534252955,1.3106393824372166e-09,1.3106393824372166e-09,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z02Z,/app/results/chronos/ganymede_h14_per_well_49_22-Z02Z.json,ok,ok,,6070,1522,3,True,True,3,1.4128949992406004,2.7911749425402417,0.09654805310855075,-1.0628755517433812,0.30401866170037056,grouped_train,,,True,,6070,0.30401866170037056,0.30401866170037056,0.30401866170037056,group_weighted,4.5745143552781435,0.3088622943352185,0.3088622943352185,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z02Z,/app/results/deeponet/ganymede_h14_per_well_49_22-Z02Z.json,ok,ok,,6070,1522,3,True,True,3,9.36994606190469,14.467308231478977,-23.272047396167626,-49.17319520459,0.10693747380064705,grouped_train,,,True,,6070,0.10693747380064704,0.10693747380064704,0.10693747380064705,group_weighted,4.5745143552781435,2.04829307204895,2.04829307204895,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z02Z,/app/results/lstm/ganymede_h14_per_well_49_22-Z02Z.json,ok,ok,,6070,1522,3,True,True,3,1.7133897521246524,2.773444754736312,0.1079894690757014,-1.561669019174499,0.019554602611114892,grouped_train,,,True,,6070,0.019554602611114892,0.019554602611114892,0.019554602611114892,group_weighted,4.5745143552781435,0.3745511805308289,0.3745511805308289,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z02Z,/app/results/patchtst/ganymede_h14_per_well_49_22-Z02Z.json,ok,ok,,6070,1522,3,True,True,3,3.2256658467517823,3.694265933603568,-0.5826586401572289,-0.6356628584059261,0.03681393197972599,grouped_train,,,True,,6070,0.03681393197972599,0.03681393197972599,0.03681393197972599,group_weighted,4.5745143552781435,0.705138424810048,0.705138424810048,raw_train_recomputed,
tcn,ganymede,14,per_well,49_22-Z02Z,/app/results/tcn/ganymede_h14_per_well_49_22-Z02Z.json,ok,ok,,6070,1522,3,True,True,3,2.356097606952897,3.338936253858006,-0.2928471968619142,-1.8935868303837977,0.026889709337779906,grouped_train,,,True,,6070,0.026889709337779906,0.026889709337779906,0.026889709337779906,group_weighted,4.5745143552781435,0.5150486858204731,0.5150486858204731,raw_train_recomputed,
timesfm,ganymede,14,per_well,49_22-Z02Z,/app/results/timesfm/ganymede_h14_per_well_49_22-Z02Z.json,ok,ok,,6070,1522,3,True,True,3,1.559251435915747,2.7037387907093993,0.1522644286610868,-0.9130427926398661,0.33551080232874575,grouped_train,,,True,,6070,0.33551080232874575,0.33551080232874575,0.33551080232874575,group_weighted,4.5745143552781435,0.34085616850598777,0.34085616850598777,raw_train_recomputed,
tirex,ganymede,14,per_well,49_22-Z02Z,/app/results/tirex/ganymede_h14_per_well_49_22-Z02Z.json,ok,ok,,6070,1522,3,True,True,3,1.4182133988372652,2.6621965910258187,0.1781147454878622,-0.8629585909207822,0.3051630444950119,grouped_train,,,True,,6070,0.3051630444950119,0.3051630444950119,0.3051630444950119,group_weighted,4.5745143552781435,0.31002490946408534,0.31002490946408534,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z04,/app/results/chronos/ganymede_h14_per_well_49_22-Z04.json,ok,ok,,6070,1522,3,True,True,3,0.2583093828764414,0.6665865700629681,0.2508539281992984,-1.3233459323223191,0.23486168322595902,grouped_train,,,True,,6070,0.23486168322595902,0.23486168322595902,0.23486168322595902,group_weighted,1.0723527193639126,0.24088098832785423,0.24088098832785423,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z04,/app/results/deeponet/ganymede_h14_per_well_49_22-Z04.json,ok,ok,,6070,1522,3,True,True,3,2.582663412688932,3.737000077101081,-22.54504904986986,-37.331190446216844,0.7216708391649942,grouped_train,,,True,,6070,0.7216708391649942,0.7216708391649942,0.7216708391649942,group_weighted,1.0723527193639126,2.408408507809716,2.408408507809716,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z04,/app/results/lstm/ganymede_h14_per_well_49_22-Z04.json,ok,ok,,6070,1522,3,True,True,3,2.2658423891048707,2.885909906785089,-13.041675228243946,-17.28655346887156,0.6331418838115075,grouped_train,,,True,,6070,0.6331418838115075,0.6331418838115075,0.6331418838115075,group_weighted,1.0723527193639126,2.1129637181774483,2.1129637181774483,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z04,/app/results/patchtst/ganymede_h14_per_well_49_22-Z04.json,ok,ok,,6070,1522,3,True,True,3,0.9973635228306351,1.1052985566248543,-1.0597408946521942,-1.1793213566896998,0.27869220856942983,grouped_train,,,True,,6070,0.27869220856942983,0.27869220856942983,0.27869220856942983,group_weighted,1.0723527193639126,0.9300704001778829,0.9300704001778829,raw_train_recomputed,
tcn,ganymede,14,per_well,49_22-Z04,/app/results/tcn/ganymede_h14_per_well_49_22-Z04.json,ok,ok,,6070,1522,3,True,True,3,3.3459928924602798,4.7167871655576965,-36.509903437917316,-67.47829651172532,0.9349671686516259,grouped_train,,,True,,6070,0.9349671686516259,0.9349671686516259,0.9349671686516259,group_weighted,1.0723527193639126,3.12023537781955,3.12023537781955,raw_train_recomputed,
timesfm,ganymede,14,per_well,49_22-Z04,/app/results/timesfm/ganymede_h14_per_well_49_22-Z04.json,ok,ok,,6070,1522,3,True,True,3,0.27231560505370905,0.5954718400925605,0.4021725607916239,-0.6921580597776837,0.2475965087269101,grouped_train,,,True,,6070,0.24759650872691008,0.24759650872691008,0.2475965087269101,group_weighted,1.0723527193639126,0.2539421965705822,0.2539421965705822,raw_train_recomputed,
tirex,ganymede,14,per_well,49_22-Z04,/app/results/tirex/ganymede_h14_per_well_49_22-Z04.json,ok,ok,,6070,1522,3,True,True,3,0.25054504977646075,0.610230486115945,0.37217126568268044,-0.8930498494333965,0.22780214740622942,grouped_train,,,True,,6070,0.22780214740622942,0.22780214740622942,0.22780214740622942,group_weighted,1.0723527193639126,0.23364052261188514,0.23364052261188514,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z05Z,/app/results/chronos/ganymede_h14_per_well_49_22-Z05Z.json,ok,ok,,6070,1522,3,True,True,3,1.893765099873927e-05,0.0017024498689164386,0.0,0.0,7.340808865639809e-06,grouped_train,,,True,,6070,7.340808865639809e-06,7.340808865639809e-06,7.340808865639809e-06,group_weighted,2.5471478509840266,7.434845602473835e-06,7.434845602473835e-06,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z05Z,/app/results/deeponet/ganymede_h14_per_well_49_22-Z05Z.json,ok,ok,,6070,1522,3,True,True,3,0.08644866943359375,0.13142734817470517,0.0,0.0,0.0015366668643327758,grouped_train,,,True,,6070,0.0015366668643327758,0.0015366668643327758,0.0015366668643327758,group_weighted,2.5471478509840266,0.03393939986648065,0.03393939986648065,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z05Z,/app/results/lstm/ganymede_h14_per_well_49_22-Z05Z.json,ok,ok,,6070,1522,3,True,True,3,0.07488891056605748,0.07937748577846758,0.0,0.0,0.0013311865657023255,grouped_train,,,True,,6070,0.0013311865657023253,0.0013311865657023253,0.0013311865657023255,group_weighted,2.5471478509840266,0.0294010850360045,0.0294010850360045,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z05Z,/app/results/patchtst/ganymede_h14_per_well_49_22-Z05Z.json,ok,ok,,6070,1522,3,True,True,3,9.86320699964251,9.863215426406018,0.0,0.0,0.17532326953913735,grouped_train,,,True,,6070,0.17532326953913735,0.17532326953913735,0.17532326953913735,group_weighted,2.5471478509840266,3.872255391783444,3.872255391783444,raw_train_recomputed,
tcn,ganymede,14,per_well,49_22-Z05Z,/app/results/tcn/ganymede_h14_per_well_49_22-Z05Z.json,ok,ok,,6070,1522,3,True,True,3,0.13582229614257812,0.16498962328747252,0.0,0.0,0.0024143069325111856,grouped_train,,,True,,6070,0.0024143069325111856,0.0024143069325111856,0.0024143069325111856,group_weighted,2.5471478509840266,0.053323287099375324,0.053323287099375324,raw_train_recomputed,
timesfm,ganymede,14,per_well,49_22-Z05Z,/app/results/timesfm/ganymede_h14_per_well_49_22-Z05Z.json,ok,ok,,6070,1522,3,True,True,3,0.0026112995359913577,0.0029543566052973877,0.0,0.0,0.0010122190331801244,grouped_train,,,True,,6070,0.0010122190331801244,0.0010122190331801244,0.0010122190331801244,group_weighted,2.5471478509840266,0.0010251856934737995,0.0010251856934737995,raw_train_recomputed,
tirex,ganymede,14,per_well,49_22-Z05Z,/app/results/tirex/ganymede_h14_per_well_49_22-Z05Z.json,ok,ok,,6070,1522,3,True,True,3,4.314493628248163e-09,5.601793504329554e-09,0.0,0.0,1.6724288075167859e-09,grouped_train,,,True,,6070,1.6724288075167859e-09,1.6724288075167859e-09,1.6724288075167859e-09,group_weighted,2.5471478509840266,1.6938528427320648e-09,1.6938528427320648e-09,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z06,/app/results/chronos/ganymede_h14_per_well_49_22-Z06.json,ok,ok,,6070,1522,3,True,True,3,2.1612669334007804e-05,0.001704864953307402,-362.2592421468883,-362.2592421468883,7.2507078332568185e-06,grouped_train,,,True,,6070,7.2507078332568185e-06,7.2507078332568185e-06,7.2507078332568185e-06,group_weighted,2.9963150241599545,7.213083123683606e-06,7.213083123683606e-06,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z06,/app/results/deeponet/ganymede_h14_per_well_49_22-Z06.json,ok,ok,,6070,1522,3,True,True,3,0.12195126666166958,0.163108500018369,-3325759.21996967,-3325759.21996967,0.0017251125064662426,grouped_train,,,True,,6070,0.0017251125064662429,0.0017251125064662429,0.0017251125064662426,group_weighted,2.9963150241599545,0.040700415569908166,0.040700415569908166,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z06,/app/results/lstm/ganymede_h14_per_well_49_22-Z06.json,ok,ok,,6070,1522,3,True,True,3,0.01932753123775172,0.024972251615734273,-77955.64691361455,-77955.64691361455,0.0002734056543247224,grouped_train,,,True,,6070,0.0002734056543247224,0.0002734056543247224,0.0002734056543247224,group_weighted,2.9963150241599545,0.006450433643295026,0.006450433643295026,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z06,/app/results/patchtst/ganymede_h14_per_well_49_22-Z06.json,ok,ok,,6070,1522,3,True,True,3,0.15507956054212005,0.16242803836288944,-3298068.0602202043,-3298068.0602202043,0.002193742604828452,grouped_train,,,True,,6070,0.002193742604828452,0.002193742604828452,0.002193742604828452,group_weighted,2.9963150241599545,0.051756760985303296,0.051756760985303296,raw_train_recomputed,
tcn,ganymede,14,per_well,49_22-Z06,/app/results/tcn/ganymede_h14_per_well_49_22-Z06.json,ok,ok,,6070,1522,3,True,True,3,0.21279646322251441,0.25109915698950275,-7881850.640602178,-7881850.640602178,0.003010201124481848,grouped_train,,,True,,6070,0.003010201124481848,0.003010201124481848,0.003010201124481848,group_weighted,2.9963150241599545,0.0710193893187763,0.0710193893187763,raw_train_recomputed,
timesfm,ganymede,14,per_well,49_22-Z06,/app/results/timesfm/ganymede_h14_per_well_49_22-Z06.json,ok,ok,,6070,1522,3,True,True,3,0.002567426289843392,0.0029303352123866582,-1072.1768950509288,-1072.1768950509288,0.0008613308066387249,grouped_train,,,True,,6070,0.0008613308066387249,0.0008613308066387249,0.0008613308066387249,group_weighted,2.9963150241599545,0.0008568612676376359,0.0008568612676376359,raw_train_recomputed,
tirex,ganymede,14,per_well,49_22-Z06,/app/results/tirex/ganymede_h14_per_well_49_22-Z06.json,ok,ok,,6070,1522,3,True,True,3,2.631764521098914e-06,9.185695246924014e-05,-0.054534449563995224,-0.054534449563995224,8.829152629653785e-07,grouped_train,,,True,,6070,8.829152629653786e-07,8.829152629653786e-07,8.829152629653785e-07,group_weighted,2.9963150241599545,8.783337198787215e-07,8.783337198787215e-07,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z07,/app/results/chronos/ganymede_h14_per_well_49_22-Z07.json,ok,ok,,5187,1301,3,True,True,3,0.6313230851146772,1.715484622366039,0.07162029083870303,-0.27877839643602376,0.8616532126388698,grouped_train,,,True,,5187,0.8616532126388698,0.8616532126388698,0.8616532126388698,group_weighted,0.7173778028583662,0.8800426812750449,0.8800426812750449,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z07,/app/results/deeponet/ganymede_h14_per_well_49_22-Z07.json,ok,ok,,5187,1301,3,True,True,3,2.6773480554371565,3.4376537202595023,-2.7280028792259126,-3.1304594311927456,1.228637773895968,grouped_train,,,True,,5187,1.228637773895968,1.228637773895968,1.228637773895968,group_weighted,0.7173778028583662,3.7321311654324387,3.7321311654324387,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z07,/app/results/lstm/ganymede_h14_per_well_49_22-Z07.json,ok,ok,,5187,1301,3,True,True,3,1.37698782105549,1.8308675724236607,-0.05746462889550652,-0.128214750496902,0.6319011260817328,grouped_train,,,True,,5187,0.6319011260817328,0.6319011260817328,0.6319011260817328,group_weighted,0.7173778028583662,1.9194736937342238,1.9194736937342238,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z07,/app/results/patchtst/ganymede_h14_per_well_49_22-Z07.json,ok,ok,,5187,1301,3,True,True,3,1.42105947218756,2.380716726164787,-0.7879996544866692,-1.7774047761677059,0.6521256520744824,grouped_train,,,True,,5187,0.6521256520744824,0.6521256520744824,0.6521256520744824,group_weighted,0.7173778028583662,1.980908060613807,1.980908060613807,raw_train_recomputed,
tcn,ganymede,14,per_well,49_22-Z07,/app/results/tcn/ganymede_h14_per_well_49_22-Z07.json,ok,ok,,5187,1301,3,True,True,3,1.3656071667890066,1.8678532723360555,-0.10062025091785753,-0.5301688745070938,0.626678532144028,grouped_train,,,True,,5187,0.626678532144028,0.626678532144028,0.626678532144028,group_weighted,0.7173778028583662,1.9036094528542613,1.9036094528542613,raw_train_recomputed,
timesfm,ganymede,14,per_well,49_22-Z07,/app/results/timesfm/ganymede_h14_per_well_49_22-Z07.json,ok,ok,,5187,1301,3,True,True,3,0.6626960186931717,1.508925288758021,0.2817304502816963,0.34620573783613384,0.9044721585085672,grouped_train,,,True,,5187,0.9044721585085672,0.9044721585085672,0.9044721585085672,group_weighted,0.7173778028583662,0.9237754723559652,0.9237754723559652,raw_train_recomputed,
tirex,ganymede,14,per_well,49_22-Z07,/app/results/tirex/ganymede_h14_per_well_49_22-Z07.json,ok,ok,,5187,1301,3,True,True,3,0.6116207088413174,1.570345383532534,0.2220667301255339,0.13629645556939562,0.8347626771700511,grouped_train,,,True,,5187,0.834762677170051,0.834762677170051,0.8347626771700511,group_weighted,0.7173778028583662,0.8525782459456323,0.8525782459456323,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z08,/app/results/chronos/ganymede_h14_per_well_49_22-Z08.json,ok,ok,,3268,821,3,True,True,3,3.254401037472423e-05,0.0023017863925609604,0.0,0.0,6.88662225584007e-05,grouped_train,,,True,,3268,6.88662225584007e-05,6.88662225584007e-05,6.88662225584007e-05,group_weighted,0.45320174423310977,7.18091022129536e-05,7.18091022129536e-05,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z08,/app/results/deeponet/ganymede_h14_per_well_49_22-Z08.json,ok,ok,,3268,821,3,True,True,3,0.45540160201042656,0.4791541436550342,0.0,0.0,0.23489585893206505,grouped_train,,,True,,3268,0.23489585893206505,0.23489585893206505,0.23489585893206505,group_weighted,0.45320174423310977,1.0048540364314777,1.0048540364314777,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z08,/app/results/lstm/ganymede_h14_per_well_49_22-Z08.json,ok,ok,,3268,821,3,True,True,3,0.08053273380539076,0.0825663570611299,0.0,0.0,0.04153873327597892,grouped_train,,,True,,3268,0.04153873327597892,0.04153873327597892,0.04153873327597892,group_weighted,0.45320174423310977,0.17769731654864898,0.17769731654864898,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z08,/app/results/patchtst/ganymede_h14_per_well_49_22-Z08.json,ok,ok,,3268,821,3,True,True,3,0.023606675011771067,0.024011990919041975,0.0,0.0,0.012176308073885794,grouped_train,,,True,,3268,0.012176308073885794,0.012176308073885794,0.012176308073885794,group_weighted,0.45320174423310977,0.05208866760148365,0.05208866760148365,raw_train_recomputed,
tcn,ganymede,14,per_well,49_22-Z08,/app/results/tcn/ganymede_h14_per_well_49_22-Z08.json,ok,ok,,3268,821,3,True,True,3,0.178688580499891,0.1879667939390391,0.0,0.0,0.0921674570589507,grouped_train,,,True,,3268,0.0921674570589507,0.0921674570589507,0.0921674570589507,group_weighted,0.45320174423310977,0.3942804342076415,0.3942804342076415,raw_train_recomputed,
timesfm,ganymede,14,per_well,49_22-Z08,/app/results/timesfm/ganymede_h14_per_well_49_22-Z08.json,ok,ok,,3268,821,3,True,True,3,0.0026112995359913577,0.0029543566052973877,0.0,0.0,0.005525758286750581,grouped_train,,,True,,3268,0.005525758286750582,0.005525758286750582,0.005525758286750581,group_weighted,0.45320174423310977,0.005761892069524349,0.005761892069524349,raw_train_recomputed,
